,jobTitle,meanPay,Range,company
1816,Product Quality Manager,"$127,028/yr",Range: $88K - $162K,apple
1817,Financial Analyst II,"$91,288/yr",Range: $78K - $139K,apple
1819,Marketing Director,"$230,254/yr",Range: $190K - $283K,apple
1820,User Experience Designer,"$122,736/yr",Range: $73K - $169K,apple
1822,Technical Product Manager,"$163,160/yr",Range: $108K - $184K,apple
1823,IOS Telephony QA Engineer,"$117,265/yr",Range: $102K - $134K,apple
1824,ABAP Developer,"$130,143/yr",Range: $126K - $139K,apple
1826,Senior Software Engineer/Tech Lead,"$182,306/yr",Range: $153K - $184K,apple
1827,Build and Integration Engineer,"$119,208/yr",Range: $102K - $160K,apple
1828,Camera Validation Engineer,"$142,831/yr",Range: $129K - $155K,apple
1829,Software Development Engineer II,"$101,196/yr",Range: $85K - $107K,apple
1833,Senior Web Developer,"$155,657/yr",Range: $117K - $176K,apple
1835,Software Engineering Director,"$236,891/yr",Range: $176K - $273K,apple
1836,Assistant Store Manager,"$50,076/yr",Range: $39K - $72K,walmart
1837,Assistant Manager,"$50,204/yr",Range: $41K - $67K,walmart
1843,Pharmacy Manager,"$152,370/yr",Range: $123K - $187K,walmart
1847,Pharmacist,"$140,113/yr",Range: $99K - $174K,walmart
1849,Assistant Manager Trainee,"$63,492/yr",Range: $27K - $81K,walmart
1851,Programmer Analyst,"$74,201/yr",Range: $44K - $98K,walmart
1856,ASM- Assistant Store Manager,"$50,528/yr",Range: $40K - $72K,walmart
1858,Walmart Assistant Manager,"$50,026/yr",Range: $39K - $72K,walmart
1862,Co-Manager,"$66,255/yr",Range: $37K - $90K,walmart
1863,Store Manager,"$100,076/yr",Range: $33K - $143K,walmart
1867,Asset Protection Manager,"$49,071/yr",Range: $34K - $79K,walmart
1868,Asset Protection In Training,"$34,454/yr",Range: $31K - $44K,walmart
1871,Shift Manager,"$70,077/yr",Range: $37K - $86K,walmart
1875,Senior Programmer Analyst,"$84,044/yr",Range: $70K - $99K,walmart
1879,Store Co-Manager,"$65,563/yr",Range: $58K - $95K,walmart
1883,Staff Pharmacist,"$138,387/yr",Range: $101K - $172K,walmart
1886,Area Manager,"$55,083/yr",Range: $40K - $80K,walmart
1889,Supercenter Co-Manager,"$66,626/yr",Range: $62K - $84K,walmart
1893,Non-Metro Assistant Manager,"$43,486/yr",Range: $41K - $59K,walmart
1895,Optometrist,"$124,719/yr",Range: $98K - $148K,walmart
1898,Senior Manager,"$105,841/yr",Range: $64K - $188K,walmart
1901,EHS Specialist Manager,"$81,289/yr",Range: $75K - $92K,walmart
1903,Manager,"$70,216/yr",Range: $28K - $219K,walmart
1907,Walmart Store Manager,"$107,834/yr",Range: $43K - $145K,walmart
1908,Co Manager,"$70,540/yr",Range: $61K - $84K,walmart
1913,Project Manager,"$73,688/yr",Range: $41K - $119K,walmart
1921,Market Manager,"$152,820/yr",Range: $97K - $211K,walmart
1926,Department Manager,"$31,690/yr",Range: $21K - $54K,walmart
1933,Senior Software Engineer,"$134,211/yr",Range: $84K - $155K,walmart
1934,Systems Analyst,"$95,375/yr",Range: $56K - $115K,walmart
1935,Director,"$145,533/yr",Range: $102K - $195K,walmart
1937,Asset Protection Manager/Assistant Store Manager,"$51,211/yr",Range: $46K - $61K,walmart
1941,Accountant,"$48,765/yr",Range: $42K - $58K,walmart
1944,Club Manager,"$62,080/yr",Range: $56K - $68K,walmart
1947,Sales Associate,"$24,843/yr",Range: $11K - $70K,walmart
1963,Asset Protection,"$38,503/yr",Range: $35K - $41K,walmart
1964,Operations Manager,"$70,808/yr",Range: $43K - $104K,walmart
1969,Graduate Pharmacist,"$87,956/yr",Range: $66K - $98K,walmart
1980,Field Project Supervisor,"$50,467/yr",Range: $38K - $63K,walmart
1991,Assistant  Manager,"$54,737/yr",Range: $48K - $67K,walmart
1994,Metro Assistant Manager,"$51,803/yr",Range: $47K - $63K,walmart
1996,MECHANIC I,"$55,021/yr",Range: $51K - $61K,walmart
1997,Graduate Pharmacist,"$97,750/yr",Range: $49K - $102K,walmart
2002,Assistant Event Manager,"$54,679/yr",Range: $50K - $59K,walmart
2003,Certified Pharmacy Technician,"$30,421/yr",Range: $23K - $47K,walmart
2005,Senior Director,"$195,119/yr",Range: $151K - $232K,walmart
2008,Assistant Pharmacy Manager,"$142,132/yr",Range: $131K - $159K,walmart
2009,Logistics Area Manager,"$54,070/yr",Range: $52K - $67K,walmart
2011,Replenishment Manager,"$66,472/yr",Range: $51K - $102K,walmart
2017,Mechanic II,"$56,658/yr",Range: $53K - $61K,walmart
2018,Driver,"$44,639/yr",Range: $41K - $70K,walmart
2019,Software Engineer,"$80,442/yr",Range: $57K - $130K,walmart
2024,Assistant Retail Store Manager,"$49,900/yr",Range: $40K - $65K,walmart
2028,Area Floor Manager,"$54,412/yr",Range: $48K - $65K,walmart
2031,Customer Service Manager (CSM),"$28,856/yr",Range: $19K - $36K,walmart
2034,Department Manager- Walmart,"$32,209/yr",Range: $19K - $59K,walmart
2046,Software Engineer III,"$118,112/yr",Range: $83K - $138K,walmart
2050,Grocery Manager,"$64,837/yr",Range: $60K - $70K,walmart
2053,Logistics Operations Manager,"$75,117/yr",Range: $57K - $109K,walmart
2054,HR Clerk,"$37,182/yr",Range: $35K - $40K,walmart
2055,Assistant Store Manager Trainee,"$53,289/yr",Range: $49K - $58K,walmart
2056,ASM,"$49,822/yr",Range: $41K - $59K,walmart
2064,Senior Manager II,"$109,831/yr",Range: $91K - $123K,walmart
2066,Overnight Assistant Manager,"$48,767/yr",Range: $41K - $64K,walmart
2068,Programmer,"$58,322/yr",Range: $52K - $69K,walmart
2072,Assistant Retail Manager,"$48,738/yr",Range: $39K - $60K,walmart
2073,Maintenance Engineer,"$65,070/yr",Range: $59K - $72K,walmart
2079,Sales Associate,"$17,023/yr",Range: $11K - $35K,walmart
2082,Attendant,"$26,494/yr",Range: $25K - $30K,walmart
2084,Field Project Supervisor/Store Planning,"$52,003/yr",Range: $38K - $61K,walmart
2085,Asset Protection Associate,"$32,480/yr",Range: $25K - $46K,walmart
2094,General Manager,"$116,611/yr",Range: $52K - $194K,walmart
2095,Senior Systems Engineer,"$98,340/yr",Range: $85K - $133K,walmart
2096,Maintenance Manager,"$56,988/yr",Range: $53K - $86K,walmart
2098,Market Asset Protection Manager,"$73,161/yr",Range: $64K - $93K,walmart
2101,Support Manager,"$32,549/yr",Range: $25K - $51K,walmart
2102,VISION CENTER MANAGER,"$47,146/yr",Range: $37K - $59K,walmart
2105,Licensed Optician Manager,"$58,270/yr",Range: $54K - $64K,walmart
2110,Associate,"$34,707/yr",Range: $19K - $61K,walmart
2113,Retail Store Manager,"$94,147/yr",Range: $54K - $133K,walmart
2117,IT Project Manager,"$101,134/yr",Range: $63K - $122K,walmart
2118,Co- Manager,"$73,574/yr",Range: $65K - $81K,walmart
2124,Club Manager In Training,"$19,930/yr",Range: $19K - $22K,walmart
2129,Auto Care Center Manager,"$51,543/yr",Range: $42K - $60K,walmart
2139,Mechanic III,"$63,802/yr",Range: $60K - $70K,walmart
2140,School Nurse I,"$44,047/yr",Range: $42K - $48K,walmart
2141,Customer Service Manager,"$27,068/yr",Range: $21K - $68K,walmart
2147,Market Human Resources Manager,"$93,445/yr",Range: $70K - $107K,walmart
2148,Human Resources Manager,"$68,640/yr",Range: $40K - $100K,walmart
2151,Staff Software Engineer,"$161,960/yr",Range: $114K - $189K,walmart
2152,Advanced Systems Engineer,"$84,537/yr",Range: $77K - $121K,walmart
2154,QA Systems Analyst Manager,"$94,989/yr",Range: $90K - $99K,walmart
2159,Project Manager II,"$73,604/yr",Range: $60K - $92K,walmart
2160,Truck Driver,"$85,923/yr",Range: $54K - $108K,walmart
2161,Marketing Manager,"$102,395/yr",Range: $51K - $149K,walmart
2162,Metro-Assistant Manager,"$51,978/yr",Range: $46K - $59K,walmart
2165,Supervisor,"$43,144/yr",Range: $18K - $82K,walmart
2166,Buyer,"$89,007/yr",Range: $73K - $136K,walmart
2173,Manager In Training,"$62,919/yr",Range: $59K - $73K,walmart
2176,Data Center Technician,"$92,458/yr",Range: $83K - $98K,walmart
2177,Quality Control,"$48,611/yr",Range: $46K - $51K,walmart
2178,Financial Analyst,"$60,154/yr",Range: $21K - $134K,walmart
2188,Guest Service Team Member - Cashier,"$22,998/yr",Range: $14K - $36K,walmart
2203,Associate Marketing Manager,"$110,632/yr",Range: $85K - $120K,walmart
2204,Merchandise Planner,"$70,092/yr",Range: $66K - $114K,walmart
2206,Senior Finance Manager,"$109,880/yr",Range: $91K - $156K,walmart
2209,Systems Engineer,"$68,510/yr",Range: $57K - $121K,walmart
2211,Overnight Stocker,"$22,382/yr",Range: $13K - $32K,walmart
2213,Software Engineer II,"$90,651/yr",Range: $63K - $131K,walmart
2216,Technical Expert,"$111,135/yr",Range: $96K - $167K,walmart
2220,Overnight Support Manager,"$30,115/yr",Range: $25K - $44K,walmart
2227,Consumables Department Manager,"$29,056/yr",Range: $22K - $38K,walmart
2228,Senior Product Manager,"$116,245/yr",Range: $88K - $160K,walmart
2230,Associate Buyer,"$64,856/yr",Range: $54K - $84K,walmart
2231,Software Engineer,"$139,398/yr",Range: $100K - $211K,linkedin
2232,Senior Software Engineer,"$165,106/yr",Range: $37K - $247K,linkedin
2233,Account Executive,"$73,615/yr",Range: $48K - $136K,linkedin
2234,Staff Software Engineer,"$195,552/yr",Range: $161K - $248K,linkedin
2236,Relationship Manager,"$81,888/yr",Range: $50K - $119K,linkedin
2238,Senior Data Scientist,"$165,929/yr",Range: $141K - $198K,linkedin
2239,Product Manager,"$150,953/yr",Range: $112K - $171K,linkedin
2240,Customer Success Manager,"$93,199/yr",Range: $70K - $113K,linkedin
2241,Web Developer,"$127,051/yr",Range: $109K - $151K,linkedin
2242,SMB Account Executive,"$64,014/yr",Range: $50K - $79K,linkedin
2243,Senior Product Manager,"$165,761/yr",Range: $143K - $235K,linkedin
2244,Senior Site Reliability Engineer,"$159,998/yr",Range: $143K - $194K,linkedin
2245,Site Reliability Engineer,"$135,495/yr",Range: $108K - $171K,linkedin
2247,Data Scientist,"$128,957/yr",Range: $118K - $156K,linkedin
2249,Enterprise Account Executive,"$100,047/yr",Range: $76K - $152K,linkedin
2250,Manager,"$145,491/yr",Range: $76K - $216K,linkedin
2251,Senior Account Executive,"$81,560/yr",Range: $75K - $151K,linkedin
2252,Senior User Experience Designer,"$159,204/yr",Range: $133K - $194K,linkedin
2253,Sales Development Representative,"$60,203/yr",Range: $48K - $76K,linkedin
2254,Engineering Manager,"$213,229/yr",Range: $187K - $273K,linkedin
2255,User Experience Designer,"$127,384/yr",Range: $111K - $134K,linkedin
2256,Sales Development Specialist,"$46,569/yr",Range: $40K - $73K,linkedin
2258,Campaign Manager,"$78,493/yr",Range: $61K - $99K,linkedin
2259,Senior Relationship Manager,"$84,075/yr",Range: $61K - $121K,linkedin
2260,Business Operations Associate,"$121,062/yr",Range: $105K - $151K,linkedin
2261,Associate User Experience Designer,"$119,189/yr",Range: $101K - $128K,linkedin
2262,Program Manager,"$131,773/yr",Range: $93K - $149K,linkedin
2263,Senior Manager,"$177,668/yr",Range: $152K - $205K,linkedin
2264,Senior Customer Success Manager,"$120,000/yr",Range: $105K - $144K,linkedin
2265,Enterprise Relationship Manager,"$104,122/yr",Range: $77K - $112K,linkedin
2266,Associate Web Developer,"$107,439/yr",Range: $91K - $129K,linkedin
2267,CA,"$139,106/yr",Range: $108K - $204K,linkedin
2268,California,"$151,529/yr",Range: $124K - $195K,linkedin
2269,Software Engineering Manager,"$202,730/yr",Range: $177K - $218K,linkedin
2270,Associate Product Manager,"$119,973/yr",Range: $99K - $172K,linkedin
2271,Senior Product Marketing Manager,"$162,594/yr",Range: $141K - $178K,linkedin
2272,Marketing Manager,"$128,487/yr",Range: $108K - $146K,linkedin
2273,Account Manager,"$89,086/yr",Range: $63K - $136K,linkedin
2274,Insight Analyst,"$102,561/yr",Range: $88K - $125K,linkedin
2275,Principal Software Engineer,"$177,737/yr",Range: $165K - $189K,linkedin
2277,Business Operations Manager,"$162,060/yr",Range: $147K - $200K,linkedin
2278,Senior Engineering Manager,"$215,711/yr",Range: $185K - $261K,linkedin
2279,Director,"$210,272/yr",Range: $154K - $250K,linkedin
2280,Product Marketing Manager,"$130,171/yr",Range: $112K - $140K,linkedin
2281,Recruiter,"$93,384/yr",Range: $57K - $130K,linkedin
2282,Senior Staff Software Engineer,"$240,538/yr",Range: $216K - $269K,linkedin
2283,Senior Program Manager,"$145,752/yr",Range: $135K - $193K,linkedin
2284,Senior Software QA Engineer,"$158,609/yr",Range: $140K - $175K,linkedin
2286,Technical Recruiter,"$115,000/yr",Range: $93K - $140K,linkedin
2287,Senior Technical Program Manager,"$163,120/yr",Range: $142K - $168K,linkedin
2288,Senior UI Engineer,"$150,723/yr",Range: $120K - $159K,linkedin
2289,Solutions Consultant,"$114,135/yr",Range: $88K - $125K,linkedin
2291,Enterprise Support Specialist,"$58,975/yr",Range: $50K - $71K,linkedin
2292,Global Program Manager,"$121,038/yr",Range: $102K - $143K,linkedin
2293,Sales,"$83,775/yr",Range: $60K - $151K,linkedin
2295,Senior Financial Analyst,"$117,906/yr",Range: $101K - $124K,linkedin
2296,Senior Account Manager,"$99,025/yr",Range: $94K - $129K,linkedin
2297,Sr. Software Engineer,"$163,781/yr",Range: $151K - $187K,linkedin
2298,QA Engineer,"$129,302/yr",Range: $87K - $196K,linkedin
2300,Relationship Manager I,"$69,833/yr",Range: $62K - $100K,linkedin
2303,Sales Representative,"$51,484/yr",Range: $48K - $183K,linkedin
2304,Software Engineering,"$123,830/yr",Range: $121K - $135K,linkedin
2305,Computer Systems Analyst,"$144,158/yr",Range: $55K - $201K,linkedin
2306,UI Engineer,"$130,567/yr",Range: $122K - $145K,linkedin
2307,Senior Network Engineer,"$156,794/yr",Range: $114K - $161K,linkedin
2308,Software Test Engineer,"$122,560/yr",Range: $106K - $155K,linkedin
2309,Business Systems Analyst,"$136,183/yr",Range: $123K - $190K,linkedin
2310,Senior Business Operations Manager,"$182,190/yr",Range: $171K - $194K,linkedin
2312,Senior Director,"$270,525/yr",Range: $214K - $283K,linkedin
2313,Machine Learning Engineer,"$154,000/yr",Range: $143K - $165K,linkedin
2314,Sales Manager,"$154,652/yr",Range: $101K - $249K,linkedin
2315,Senior Web Developer,"$140,564/yr",Range: $132K - $156K,linkedin
2316,Software QA Engineer,"$106,701/yr",Range: $83K - $140K,linkedin
2317,Senior Software Engineer In Test,"$157,170/yr",Range: $147K - $173K,linkedin
2318,"Account Manager, Marketing Solutions","$86,768/yr",Range: $74K - $97K,linkedin
2319,Operations Manager,"$120,056/yr",Range: $87K - $151K,linkedin
2320,Software Engineer (Member Technical Staff),"$165,295/yr",Range: $165K - $166K,linkedin
2321,Business Data Analyst,"$134,346/yr",Range: $65K - $145K,linkedin
2322,Customer Service Representative,"$61,102/yr",Range: $42K - $72K,linkedin
2323,Staff Site Reliability Engineer,"$193,663/yr",Range: $167K - $200K,linkedin
2324,Research Associate,"$76,511/yr",Range: $65K - $81K,linkedin
2325,Business Operations Analyst,"$92,140/yr",Range: $90K - $107K,linkedin
2326,Associate Project Manager,"$71,710/yr",Range: $69K - $73K,linkedin
2327,Executive Assistant,"$113,722/yr",Range: $94K - $122K,linkedin
2328,Software Developer,"$116,602/yr",Range: $106K - $159K,linkedin
2329,Database Engineer,"$136,734/yr",Range: $114K - $163K,linkedin
2331,Senior Research Associate,"$99,998/yr",Range: $56K - $113K,linkedin
2332,User Experience Design Manager,"$196,000/yr",Range: $189K - $227K,linkedin
2333,SRE,"$153,176/yr",Range: $129K - $164K,linkedin
2334,Technical Program Manager,"$150,851/yr",Range: $125K - $193K,linkedin
2335,Grid Systems Engineer,"$143,841/yr",Range: $95K - $152K,linkedin
2336,Sales Operations Manager,"$171,189/yr",Range: $135K - $190K,linkedin
2337,Director of Business Operations,"$217,278/yr",Range: $202K - $248K,linkedin
2338,Group Product Manager,"$201,111/yr",Range: $174K - $216K,linkedin
2339,Senior Marketing Manager,"$142,214/yr",Range: $135K - $167K,linkedin
2340,Project Manager,"$143,180/yr",Range: $120K - $190K,linkedin
2341,Sales Associate,"$51,974/yr",Range: $43K - $63K,linkedin
2342,Senior Applied Researcher,"$162,426/yr",Range: $159K - $170K,linkedin
2343,Group Product Marketing Manager,"$190,447/yr",Range: $175K - $193K,linkedin
2345,Technical Consultant,"$129,648/yr",Range: $87K - $145K,linkedin
2346,Enterprise Relationship Manager III,"$113,216/yr",Range: $105K - $119K,linkedin
2347,Site Reliability Engineering Manager,"$200,652/yr",Range: $196K - $240K,linkedin
2348,Senior Technical Recruiter,"$140,883/yr",Range: $132K - $151K,linkedin
2349,Account Analyst,"$78,092/yr",Range: $75K - $81K,linkedin
2350,Business Systems Analyst (Business Analytics Senior),"$188,427/yr",Range: $165K - $214K,linkedin
2351,Senior Recruiter,"$136,612/yr",Range: $128K - $149K,linkedin
2352,Senior Content Producer,"$116,402/yr",Range: $111K - $127K,linkedin
2353,Software Engineer (Data Scientist),"$131,000/yr",Range: $118K - $141K,linkedin
2354,Senior Systems Engineer,"$150,479/yr",Range: $127K - $175K,linkedin
2356,Learning and Development Manager,"$151,050/yr",Range: $122K - $153K,linkedin
2357,Business Systems Analyst Associate,"$138,917/yr",Range: $136K - $141K,linkedin
2358,Associate Product Marketing Manager,"$86,019/yr",Range: $85K - $109K,linkedin
2359,Brand Marketing Manager,"$124,098/yr",Range: $119K - $146K,linkedin
2360,QA Automation Engineer,"$103,499/yr",Range: $100K - $154K,linkedin
2361,Recruiting Coordinator,"$55,847/yr",Range: $50K - $56K,linkedin
2362,Business Analytics Manager,"$162,960/yr",Range: $153K - $217K,linkedin
2363,Staff Technical Program Manager,"$200,787/yr",Range: $181K - $216K,linkedin
2365,Software Engineer (QA Engineer),"$134,540/yr",Range: $124K - $141K,linkedin
2366,Product Consultant,"$106,149/yr",Range: $69K - $110K,linkedin
2367,Systems Engineer,"$151,575/yr",Range: $124K - $163K,linkedin
2368,Associate Data Scientist,"$119,926/yr",Range: $92K - $125K,linkedin
2369,Human Resources Director,"$223,890/yr",Range: $219K - $229K,linkedin
2370,Mid Market Account Executive,"$76,209/yr",Range: $73K - $78K,linkedin
2371,Recruiting Associate,"$64,840/yr",Range: $45K - $86K,linkedin
2373,Associate Marketing Manager,"$92,344/yr",Range: $87K - $97K,linkedin
2375,Senior Engineer,"$159,922/yr",Range: $122K - $163K,linkedin
2377,Research Consultant,"$104,524/yr",Range: $97K - $112K,linkedin
2378,Associate Account Executive,"$52,543/yr",Range: $48K - $53K,linkedin
2379,Sales Development Specialist Team Lead,"$60,525/yr",Range: $58K - $85K,linkedin
2381,Senior Editor,"$127,227/yr",Range: $117K - $139K,linkedin
2382,Applied Research Engineer,"$185,496/yr",Range: $149K - $223K,linkedin
2384,Localization Specialist,"$100,441/yr",Range: $92K - $110K,linkedin
2385,Regional Sales Manager,"$123,465/yr",Range: $98K - $150K,linkedin
2386,TPM,"$175,549/yr",Range: $163K - $188K,linkedin
2387,Media Account Manager,"$75,767/yr",Range: $63K - $89K,linkedin
2388,Support Specialist,"$61,630/yr",Range: $57K - $66K,linkedin
2389,Associate Account Manager,"$73,496/yr",Range: $58K - $90K,linkedin
2390,GSO Program Rotation Associate,"$58,125/yr",Range: $43K - $74K,linkedin
2391,Software Performance Engineer,"$132,419/yr",Range: $119K - $148K,linkedin
2392,Technical Services Manager,"$111,858/yr",Range: $106K - $119K,linkedin
2393,Senior Localization Specialist,"$91,895/yr",Range: $83K - $102K,linkedin
2394,Senior Database Administrator,"$156,595/yr",Range: $149K - $163K,linkedin
2395,Senior Business Systems Analyst,"$123,137/yr",Range: $91K - $156K,linkedin
2396,Ad Operations Manager,"$159,075/yr",Range: $137K - $183K,linkedin
