,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,company
2670,Thu Apr 25 2019 14:54:35 GMT-0700 (Pacific Daylight Time), Software/Firmware Engineer,"San Jose, CA",Current Employee ,Great place to work,I have been working at Cisco Systems full-time for less than a year,,"Technology, innovation, good work and life balance.",nothing as far of now,,5.0,5.0,5.0,5.0,4.0,4.0,cisco
2671,Thu Apr 25 2019 15:37:38 GMT-0700 (Pacific Daylight Time), Senior Manager,"San Jose, CA",Current Employee ,Amazing transformation!,I have been working at Cisco Systems full-time for more than 10 years,,"Transparency with employees. Renewed relevancy in the industry, New external leadership bringing in fresh ideas and bold decisions.",Still takes time for change. Would like for us to operate with an ever greater start up mindset.,Keep on the path ....this has been an amazing turn around.,5.0,5.0,5.0,4.0,4.0,4.0,cisco
2672,Thu May 09 2019 21:02:24 GMT-0700 (Pacific Daylight Time), Account Manager,"Irvine, CA",Former Employee ,good company,I worked at Cisco Systems full-time for more than 8 years,,Best company in the industry,If you work hard you won't have any problems,,4.0,3.0,5.0,4.0,5.0,3.0,cisco
2673,Wed May 08 2019 06:28:09 GMT-0700 (Pacific Daylight Time), Telepresence Engineer,"Austin, TX",Former Employee ,Awesome Oppertunity Crabs in a bucket enviroment,I worked at Cisco Systems full-time,1.0,Cisco has an awesome reputation to it is definately a resume builder and you learn some valueble skills.,Crabs in a bucket culture due to the fact there are limited FTE positions everyone is mostly contractor. So when a FTE position comes along it is a volitile place. Some leadership/ Team leads are may be good at the technical but are not good at being a team lead or leading a team. That caused a lot of turmoil with in the group.,When picking team leads please ensure that a person has the technical knowledge as well as the,2.0,3.0,1.0,1.0,1.0,3.0,cisco
2674,Mon Apr 22 2019 22:53:23 GMT-0700 (Pacific Daylight Time), Localization Program Manager,"San Jose, CA",Current Employee ,Localization Program Manager,I have been working at Cisco Systems full-time for more than 3 years,,"Good Salary, Nice people & manageable workload","Old folks, resist changing platforms, tools, pretty much change.",,5.0,5.0,5.0,5.0,5.0,3.0,cisco
2675,Tue Apr 23 2019 10:45:11 GMT-0700 (Pacific Daylight Time),,"Research Triangle Park, NC",Current Employee ,Proud to work for Cisco!,I have been working at Cisco Systems full-time for more than 3 years,,"Competitive compensation, awesome company culture, flexible work/life balance. Cisco is a great example of a company that uses its success to makes a positive difference in the world.","The company is so big that it’s easy for some departments to work in silos and not see the bigger picture. Some people are also resistant to change, even if it would make processes more efficient.",,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2676,Tue May 07 2019 19:44:50 GMT-0700 (Pacific Daylight Time), Systems Analyst,"Research Triangle Park, NC",Current Employee ,"Stingy on raises, good on benefits",I have been working at Cisco Systems full-time for more than 5 years,,"Telecommute, set own hours (within reason), team work","Constant fear of bi-annual layoffs, raises may be 5 years apart or more, Execs/managers are highly regarded/comp'ed, 55% of people working at Cisco are contractors/45% are FTEs","Prefer contractors for FTE rather than hiring outside strangers; you've had a chance to test drive a contractor, don't lead them on for years w/contract renewals every 90 or 180 days. Cisco should get advice from Marcus ""The Profit"" Lemonis and how to take care of employees.",4.0,5.0,3.0,2.0,2.0,1.0,cisco
2677,Mon Apr 22 2019 11:16:55 GMT-0700 (Pacific Daylight Time), IT Senior Manager,"Richardson, TX",Current Employee ,"IT Leader with extensive Data Center, Networking and project experience.",I have been working at Cisco Systems full-time for more than 8 years,,Voted One the Best companies to work for.,Fast paced and constant change are the name of the game. If you like,,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2678,Mon Apr 22 2019 15:55:35 GMT-0700 (Pacific Daylight Time), User Experience Designer,"San Jose, CA",Current Employee ,Great work place,I have been working at Cisco Systems full-time for more than 5 years,,Great for working parents. Great work life balance.,Hard to grow in the career.,,5.0,5.0,4.0,3.0,3.0,3.0,cisco
2679,Sun Apr 21 2019 14:37:34 GMT-0700 (Pacific Daylight Time), Client Director,"Herndon, VA",Former Employee ,Great place to work!,I worked at Cisco Systems full-time for more than 8 years,,Great culture! Working with the best and the brightest in the industry!,big company issues at times,,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2680,Sun Apr 28 2019 10:44:04 GMT-0700 (Pacific Daylight Time), Technical Leader,"San Jose, CA",Current Employee ,Gives good work life balance,I have been working at Cisco Systems full-time for more than 10 years,2.0,"Good work life balance, very decent compensation and benefits.",Lower management needs to be trained in better leadership principles.,"Focus on training managers at low levels to be good inspiring leaders, than just micro managers to get tasks done.",4.0,4.0,4.0,4.0,4.0,4.0,cisco
2681,Wed Apr 17 2019 07:48:54 GMT-0700 (Pacific Daylight Time), Technical Support Manager,"San Jose, CA",Current Employee ,Great Place to Work. Great People and Great Culture.,I have been working at Cisco Systems full-time for more than 10 years,,This is one of the best companies I have worked for mostly because of the people and culture.,The world is unpredictable. Life is not perfect. But the people here do the best the can and care about each other deeply.,Keep doing what you are doing!,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2682,Wed May 22 2019 17:36:16 GMT-0700 (Pacific Daylight Time), Software Development Manager,"San Jose, CA",Former Employee ,Great company. Very broad product exposure,I worked at Cisco Systems full-time for more than 5 years,,"Great benefits, great breadth of products, good management",None that I can think of,None,1.0,1.0,1.0,1.0,1.0,1.0,cisco
2683,Fri Apr 26 2019 22:12:06 GMT-0700 (Pacific Daylight Time), Account Manager,"America, IN",Current Employee ,Great if you're not over 45,I have been working at Cisco Systems full-time for more than 10 years,1.0,Young Passionate people work there and,Old men don't have a chance,None,4.0,4.0,5.0,4.0,4.0,3.0,cisco
2684,Sun Apr 28 2019 12:57:45 GMT-0700 (Pacific Daylight Time), Engineering Manager,"Columbia, MD",Current Employee ,Great people to work with; a lot of managerial churn,I have been working at Cisco Systems full-time,,Flexibility; Good benefits; Competitive compensation for the best workers,"Good, solid workers get less than COLA.; some managers are not people-oriented; Tend to create additional unnecessary overhead",Trust your employees,4.0,4.0,4.0,3.0,4.0,4.0,cisco
2685,Thu Apr 25 2019 09:32:39 GMT-0700 (Pacific Daylight Time), Senior Manager,"San Jose, CA",Current Employee ,Requires Transformation,I have been working at Cisco Systems full-time for more than 10 years,1.0,Company is trying hard to change,"Too much layers, bureaucracy",recognize the right talent,3.0,3.0,3.0,2.0,3.0,1.0,cisco
2686,Thu Apr 11 2019 14:31:36 GMT-0700 (Pacific Daylight Time), Senior Amanger,"San Jose, CA",Current Employee ,Prety good to work with,I have been working at Cisco Systems full-time for more than 8 years,,good culture and work keep it up,old school other wise it good to work,you are doing good keep it up Chuck and team,5.0,,,,,,cisco
2687,Thu Apr 25 2019 06:28:17 GMT-0700 (Pacific Daylight Time), Service Delivery Manager,"Research Triangle Park, NC",Former Employee ,Loved every minute,I worked at Cisco Systems full-time for more than 3 years,,"At Cisco, you are working with the best of the best in networking and security. These are people who wrote many of the standards and protocols upon which the internet we use daily is based. I’m the Security Business Unit, they are absolutely making the right strategic moves to be the best overall in network security. When Chuck took over for John a few years back, a fresh infusion of focus and ideas came forward. I absolutely loved my team and loved my management chain. Personal and technical growth was always encouraged and highly valued.","Being a global team, cohesion was a challenge.",Continue striving to be the best solution provider by focusing on core business revenue generators. Continue pushing support to be their best by growing technically.,4.0,5.0,4.0,5.0,4.0,4.0,cisco
2688,Thu Apr 25 2019 21:16:53 GMT-0700 (Pacific Daylight Time), Technical Consulting Engineer,"San Jose, CA",Former Employee ,"Good place to learn, but don’t expect compensation",I worked at Cisco Systems full-time for more than a year,,"Very close knit culture
Lots of bright people to work with
Lots of information available","No yearly raises
Very sales oriented",Retaining talent requires money,4.0,4.0,5.0,4.0,2.0,1.0,cisco
2689,Wed Apr 10 2019 09:40:18 GMT-0700 (Pacific Daylight Time), Intern,"San Francisco, CA",Former Employee ,good place,I worked at Cisco Systems full-time for less than a year,,"mentor is so nice, helps me a lot","nothing, i am very pleasant.",nice people,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2690,Wed Apr 10 2019 10:30:24 GMT-0700 (Pacific Daylight Time), Business Analyst,"Research Triangle Park, NC",Former Employee ,"AMAZING benefits & culture, need better communication",I worked at Cisco Systems full-time for more than 3 years,," Great benefits
- Inclusive, diverse, open-minded culture
- Employees are friendly
- 'Teams are families' mindset (fun activities with teams, sports days, lunches, etc)
- Many activities to get involved in (clubs, events, IM sports, employee groups, etc)
- On-campus health center and gym
- Well-stocked break & locker rooms
- Maternity & prayer rooms available
- Employee purchasing program with rewards
- Additional rewards through connected recognition
- Diverse Executive Leadership Team (and executive visibility)
- Opportunities for leadership, impact, and exposure"," Lack of inter-company/team communication due to possibly too many pathways (email, Jabber, text, Spark, etc)
- Not enough employees know how to not 'reply all'
- 'Open' workspaces are putting off some employees (less space to call their own)
- If you don't work directly with corporate, can be hard to get raises/promotions","Try to streamline communication. If an employee is valuable and wants to grow by transferring departments, help them. Put employee applications first.",5.0,5.0,5.0,4.0,5.0,4.0,cisco
2691,Wed Apr 10 2019 19:09:58 GMT-0700 (Pacific Daylight Time), Engineer/Developer,"San Jose, CA",Current Employee ,Good,I have been working at Cisco Systems full-time for less than a year,,Its a good place to work at anytime,More pay needs to be paid to workers,Pay more,5.0,5.0,5.0,5.0,5.0,5.0,cisco
2692,Wed Apr 24 2019 13:20:09 GMT-0700 (Pacific Daylight Time), Supply Chain Program Manager,"San Jose, CA",Current Employee ,Lots of Flexibility,I have been working at Cisco Systems full-time for more than 3 years,,"Flexibility
Remote work
Can move around to different roles/orgs easily
Everyone is very helpful and nice
All my managers/directors have been great
Benefits",There are more then a few who do not put in a lot of effort in their job. They are just coasting until retirement.,,4.0,5.0,5.0,5.0,5.0,5.0,cisco
